	Domain	Phylum	Class	Order	Family	Genus	Species
ASV10202	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__Bradyrhizobium	
ASV10203	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Burkholderia-Caballeronia-Paraburkholderia	
ASV10204	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Microscillaceae	D_5__uncultured	
ASV10205	D_0__Bacteria	D_1__Dependentiae	D_2__Babeliae	D_3__Babeliales	D_4__Vermiphilaceae	D_5__uncultured Verrucomicrobia bacterium	D_6__uncultured Verrucomicrobia bacterium
ASV10206	D_0__Bacteria						
ASV10207	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV10208	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV10209	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 5	D_3__uncultured Holophaga sp.	D_4__uncultured Holophaga sp.	D_5__uncultured Holophaga sp.	D_6__uncultured Holophaga sp.
ASV10210	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia				
ASV10211	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales			
ASV10212	D_0__Bacteria						
ASV10213	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6	D_3__uncultured bacterium 126	D_4__uncultured bacterium 126	D_5__uncultured bacterium 126	D_6__uncultured bacterium 126
ASV10214	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	D_6__Bdellovibrio exovorus JSS
ASV10215	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Nocardioidaceae	D_5__Nocardioides	
ASV10216	D_0__Bacteria	D_1__Armatimonadetes	D_2__Chthonomonadetes	D_3__Chthonomonadales			
ASV10217	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales			
ASV10218	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales			
ASV10219	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae		
ASV10220	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Archangiaceae	D_5__Anaeromyxobacter	D_6__uncultured proteobacterium
ASV10221	D_0__Bacteria	D_1__Chloroflexi	D_2__Ktedonobacteria	D_3__C0119	D_4__uncultured candidate division SAM bacterium	D_5__uncultured candidate division SAM bacterium	D_6__uncultured candidate division SAM bacterium
ASV10222	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Parafilimonas	
ASV10223	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae	D_5__uncultured	
ASV10224	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Chthoniobacter	D_6__uncultured Spartobacteria bacterium
ASV10225	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__bacterium WWH38	D_5__bacterium WWH38	D_6__bacterium WWH38
ASV10226	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Pedosphaerales	D_4__Pedosphaeraceae		
ASV10227	D_0__Bacteria	D_1__Actinobacteria	D_2__MB-A2-108	D_3__uncultured alpha proteobacterium	D_4__uncultured alpha proteobacterium	D_5__uncultured alpha proteobacterium	D_6__uncultured alpha proteobacterium
ASV10228	D_0__Bacteria	D_1__Deinococcus-Thermus	D_2__Deinococci	D_3__Thermales	D_4__Thermaceae	D_5__Meiothermus	D_6__uncultured Thermaceae bacterium
ASV10229	D_0__Bacteria	D_1__Armatimonadetes	D_2__Chthonomonadetes	D_3__Chthonomonadales			
ASV10230	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
ASV10231	D_0__Bacteria	D_1__Chloroflexi	D_2__JG30-KF-CM66	D_3__metagenome	D_4__metagenome	D_5__metagenome	D_6__metagenome
ASV10232	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Hyphomicrobiaceae		
ASV10233	D_0__Bacteria	D_1__Bacteroidetes	D_2__Ignavibacteria	D_3__Kryptoniales	D_4__BSV26	D_5__uncultured soil bacterium	D_6__uncultured soil bacterium
ASV10234	D_0__Bacteria						
ASV10235	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
ASV10236	D_0__Bacteria	D_1__Chloroflexi	D_2__Ktedonobacteria	D_3__Ktedonobacterales	D_4__JG30-KF-AS9		
ASV10237	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Simkaniaceae		
ASV10238	D_0__Bacteria	D_1__Chloroflexi	D_2__Ktedonobacteria	D_3__C0119	D_4__uncultured candidate division SAM bacterium	D_5__uncultured candidate division SAM bacterium	D_6__uncultured candidate division SAM bacterium
ASV10239	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Bacteroidetes VC2.1 Bac22			
ASV10240	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__RBG-13-54-9	D_4__uncultured sludge bacterium A31	D_5__uncultured sludge bacterium A31	D_6__uncultured sludge bacterium A31
ASV10241	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Terrimonas	
ASV10242	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__37-13	D_5__uncultured soil bacterium	D_6__uncultured soil bacterium
ASV10243	D_0__Bacteria	D_1__Latescibacteria	D_2__metagenome	D_3__metagenome	D_4__metagenome	D_5__metagenome	D_6__metagenome
ASV10244	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__11-24	D_4__uncultivated soil bacterium clone S111	D_5__uncultivated soil bacterium clone S111	D_6__uncultivated soil bacterium clone S111
ASV10245	D_0__Bacteria	D_1__Patescibacteria	D_2__ABY1	D_3__Candidatus Uhrbacteria	D_4__uncultured eubacterium WCHB1-58	D_5__uncultured eubacterium WCHB1-58	D_6__uncultured eubacterium WCHB1-58
ASV10246	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Simkaniaceae	D_5__uncultured	D_6__Rhabdochlamydiaceae bacterium cvE58
ASV10247	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Planctomycetales	D_4__Rubinisphaeraceae	D_5__Planctomicrobium	
ASV10248	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__CPla-3 termite group	D_5__metagenome	D_6__metagenome
ASV10249	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria				
ASV10250	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__uncultured	D_6__Rhodoplanes sp. Z2-YC6860
ASV10251	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__Rubritaleaceae	D_5__Luteolibacter	D_6__Verrucomicrobium sp. IMCC25901
ASV10252	D_0__Bacteria	D_1__Zixibacteria	D_2__bacterium enrichment culture clone Anammox_55	D_3__bacterium enrichment culture clone Anammox_55	D_4__bacterium enrichment culture clone Anammox_55	D_5__bacterium enrichment culture clone Anammox_55	D_6__bacterium enrichment culture clone Anammox_55
ASV10253	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae	D_5__Flavobacterium	
ASV10254	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6	D_3__wastewater metagenome	D_4__wastewater metagenome	D_5__wastewater metagenome	D_6__wastewater metagenome
ASV10255	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__A21b	D_5__uncultured Rubrobacterales bacterium	D_6__uncultured Rubrobacterales bacterium
ASV10256	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	D_6__uncultured Luteolibacter sp.
ASV10257	D_0__Bacteria	D_1__Bacteroidetes	D_2__Ignavibacteria	D_3__SJA-28	D_4__Chlorobi bacterium OLB5	D_5__Chlorobi bacterium OLB5	D_6__Chlorobi bacterium OLB5
ASV10258	D_0__Bacteria						
ASV10259	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae	D_5__Stenotrophobacter	D_6__Acidobacteria bacterium IGE-018
ASV10260	D_0__Bacteria	D_1__Patescibacteria	D_2__ABY1	D_3__Candidatus Magasanikbacteria			
ASV10261	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae				
ASV10262	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__Gemmatimonas	D_6__bacterium Ellin5290
ASV10263	D_0__Bacteria	D_1__Proteobacteria					
ASV10264	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__KD3-93	D_5__Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_35_15	D_6__Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_35_15
ASV10265	D_0__Bacteria	D_1__Chloroflexi	D_2__Chloroflexia	D_3__Chloroflexales	D_4__Chloroflexaceae	D_5__FFCH7168	
ASV10266	D_0__Bacteria	D_1__Elusimicrobia	D_2__Elusimicrobia	D_3__Lineage IV	D_4__uncultured soil bacterium	D_5__uncultured soil bacterium	D_6__uncultured soil bacterium
ASV10267	D_0__Bacteria	D_1__Chloroflexi	D_2__Ktedonobacteria	D_3__C0119	D_4__uncultured candidate division SAM bacterium	D_5__uncultured candidate division SAM bacterium	D_6__uncultured candidate division SAM bacterium
ASV10268	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Parachlamydiaceae		
ASV10269	D_0__Bacteria	D_1__Patescibacteria	D_2__Parcubacteria				
ASV10270	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__bacterium LWQ8	D_5__bacterium LWQ8	D_6__bacterium LWQ8
ASV10271	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__env.OPS 17		
ASV10272	D_0__Bacteria						
ASV10273	D_0__Bacteria	D_1__Patescibacteria	D_2__Parcubacteria				
ASV10274	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast			
ASV10275	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6	D_3__uncultured bacterium 126	D_4__uncultured bacterium 126	D_5__uncultured bacterium 126	D_6__uncultured bacterium 126
ASV10276	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Rhodanobacteraceae		
ASV10277	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae		
ASV10278	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__uncultured	
ASV10279	D_0__Bacteria	D_1__Nitrospirae	D_2__Nitrospira	D_3__Nitrospirales	D_4__Nitrospiraceae	D_5__Nitrospira	
ASV10280	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Terrimonas	
ASV10281	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV10282	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV10283	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia				
ASV10284	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Sandaracinaceae	D_5__Sandaracinus	
ASV10285	D_0__Bacteria	D_1__Bacteroidetes	D_2__Ignavibacteria	D_3__SJA-28	D_4__Chlorobi bacterium OLB5	D_5__Chlorobi bacterium OLB5	D_6__Chlorobi bacterium OLB5
ASV10286	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group		
ASV10287	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV10288	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Hymenobacteraceae	D_5__Adhaeribacter	
ASV10289	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Ferruginibacter	D_6__Ferruginibacter profundus
ASV10290	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__CPla-3 termite group		
ASV10291	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__uncultured Bellilinea sp.	D_4__uncultured Bellilinea sp.	D_5__uncultured Bellilinea sp.	D_6__uncultured Bellilinea sp.
ASV10292	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV10293	D_0__Bacteria						
ASV10294	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV10295	D_0__Bacteria						
ASV10296	D_0__Bacteria	D_1__Chloroflexi	D_2__OLB14	D_3__Chloroflexi bacterium OLB14	D_4__Chloroflexi bacterium OLB14	D_5__Chloroflexi bacterium OLB14	D_6__Chloroflexi bacterium OLB14
ASV10297	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales			
ASV10298	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV10299	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__RBG-13-54-9	D_4__uncultured eubacterium WCHB1-50	D_5__uncultured eubacterium WCHB1-50	D_6__uncultured eubacterium WCHB1-50
ASV10300	D_0__Bacteria	D_1__Patescibacteria	D_2__Parcubacteria	D_3__Candidatus Nomurabacteria			
ASV10301	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__env.OPS 17		
ASV10302	D_0__Bacteria	D_1__Elusimicrobia	D_2__Elusimicrobia	D_3__MVP-88	D_4__uncultured deep-sea bacterium	D_5__uncultured deep-sea bacterium	D_6__uncultured deep-sea bacterium
ASV10303	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__Anaerolineales	D_4__Anaerolineaceae	D_5__uncultured	
ASV10304	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales			
ASV10305	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria Incertae Sedis	D_4__Unknown Family	D_5__Acidibacter	
ASV10306	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pir4 lineage	D_6__uncultured Pasteuria sp.
ASV10307	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Archangiaceae	D_5__Anaeromyxobacter	D_6__uncultured proteobacterium
ASV10308	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Salinisphaerales	D_4__Solimonadaceae	D_5__Polycyclovorans	
ASV10309	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__Tepidisphaeraceae	D_5__uncultured planctomycete	D_6__uncultured planctomycete
ASV10310	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__uncultured Planctomycetia bacterium	D_6__uncultured Planctomycetia bacterium
ASV10311	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6	D_3__wastewater metagenome	D_4__wastewater metagenome	D_5__wastewater metagenome	D_6__wastewater metagenome
ASV10312	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	
ASV10313	D_0__Bacteria	D_1__Chloroflexi	D_2__AD3	D_3__uncultured Clostridium sp.	D_4__uncultured Clostridium sp.	D_5__uncultured Clostridium sp.	D_6__uncultured Clostridium sp.
ASV10314	D_0__Bacteria	D_1__Chloroflexi	D_2__Ktedonobacteria	D_3__C0119			
ASV10315	D_0__Bacteria	D_1__WPS-2	D_2__uncultured forest soil bacterium	D_3__uncultured forest soil bacterium	D_4__uncultured forest soil bacterium	D_5__uncultured forest soil bacterium	D_6__uncultured forest soil bacterium
ASV10316	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__uncultured	D_6__Sphingobacterium sp. P-7
ASV10317	D_0__Bacteria	D_1__Chloroflexi	D_2__KD4-96	D_3__bacterium Ellin6529	D_4__bacterium Ellin6529	D_5__bacterium Ellin6529	D_6__bacterium Ellin6529
ASV10318	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Duganella	
ASV10319	D_0__Bacteria	D_1__Fibrobacteres	D_2__Fibrobacteria	D_3__Fibrobacterales	D_4__Fibrobacteraceae	D_5__possible genus 04	D_6__uncultured soil bacterium
ASV10320	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales			
ASV10321	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV10322	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales			
ASV10323	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
ASV10324	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV10325	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	
ASV10326	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__bacterium LWQ8	D_5__bacterium LWQ8	D_6__bacterium LWQ8
ASV10327	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__Caldilineales	D_4__Caldilineaceae	D_5__uncultured bacterium	D_6__uncultured bacterium
ASV10328	D_0__Bacteria						
ASV10329	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__PLTA13	D_4__uncultured proteobacterium	D_5__uncultured proteobacterium	D_6__uncultured proteobacterium
ASV10330	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Microscillaceae	D_5__Ohtaekwangia	
ASV10331	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Terrimonas	
ASV10332	D_0__Bacteria	D_1__WPS-2	D_2__metagenome	D_3__metagenome	D_4__metagenome	D_5__metagenome	D_6__metagenome
ASV10333	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV10334	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Parafilimonas	
ASV10335	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales			
ASV10336	D_0__Bacteria	D_1__Chloroflexi	D_2__OLB14	D_3__Chloroflexi bacterium OLB14	D_4__Chloroflexi bacterium OLB14	D_5__Chloroflexi bacterium OLB14	D_6__Chloroflexi bacterium OLB14
ASV10337	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Pedosphaerales	D_4__Pedosphaeraceae		
ASV10338	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales			
ASV10339	D_0__Bacteria						
ASV10340	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__UA11	D_4__uncultured bacterium	D_5__uncultured bacterium	D_6__uncultured bacterium
ASV10341	D_0__Bacteria	D_1__Patescibacteria	D_2__Berkelbacteria	D_3__metagenome	D_4__metagenome	D_5__metagenome	D_6__metagenome
ASV10342	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV10343	D_0__Bacteria						
ASV10344	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Steroidobacterales	D_4__Steroidobacteraceae		
ASV10345	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__Sphingobacteriaceae	D_5__Mucilaginibacter	
ASV10346	D_0__Bacteria	D_1__Patescibacteria	D_2__Microgenomatia	D_3__Candidatus Levybacteria			
ASV10347	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__Gemmatimonas	
ASV10348	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	D_6__Bdellovibrio exovorus JSS
ASV10349	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
ASV10350	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
ASV10351	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__FFCH9454	D_5__uncultured bacterium	D_6__uncultured bacterium
ASV10352	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Spirosomaceae	D_5__Emticicia	
ASV10353	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6	D_3__Acidobacteria bacterium SCN 69-37	D_4__Acidobacteria bacterium SCN 69-37	D_5__Acidobacteria bacterium SCN 69-37	D_6__Acidobacteria bacterium SCN 69-37
ASV10354	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Devosiaceae	D_5__Devosia	
ASV10355	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Hymenobacteraceae	D_5__Adhaeribacter	
ASV10356	D_0__Bacteria	D_1__Cyanobacteria	D_2__Sericytochromatia	D_3__uncultured soil bacterium	D_4__uncultured soil bacterium	D_5__uncultured soil bacterium	D_6__uncultured soil bacterium
ASV10357	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria				
ASV10358	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae	D_5__uncultured	D_6__uncultured Planctomycetia bacterium
ASV10359	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__uncultured Planctomycetia bacterium	D_6__uncultured Planctomycetia bacterium
ASV10360	D_0__Bacteria	D_1__Acidobacteria	D_2__Holophagae	D_3__Subgroup 7			
ASV10361	D_0__Bacteria	D_1__Armatimonadetes	D_2__Armatimonadia	D_3__Armatimonadales	D_4__uncultured actinobacterium	D_5__uncultured actinobacterium	D_6__uncultured actinobacterium
ASV10362	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae	D_5__uncultured	D_6__uncultured Planctomycetia bacterium
ASV10363	D_0__Bacteria	D_1__Actinobacteria	D_2__Thermoleophilia	D_3__Solirubrobacterales	D_4__Solirubrobacteraceae	D_5__Solirubrobacter	
ASV10364	D_0__Bacteria	D_1__WPS-2	D_2__uncultured forest soil bacterium	D_3__uncultured forest soil bacterium	D_4__uncultured forest soil bacterium	D_5__uncultured forest soil bacterium	D_6__uncultured forest soil bacterium
ASV10365	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Massilia	
ASV10366	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	D_6__Gemmatimonas sp. WX54
ASV10367	D_0__Bacteria	D_1__Bacteroidetes	D_2__Ignavibacteria	D_3__SJA-28	D_4__Chlorobi bacterium OLB5	D_5__Chlorobi bacterium OLB5	D_6__Chlorobi bacterium OLB5
ASV10368	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Planctomycetales	D_4__uncultured		
ASV10369	D_0__Bacteria	D_1__Bacteroidetes	D_2__Ignavibacteria	D_3__OPB56	D_4__uncultured bacterium KF-JG30-B11	D_5__uncultured bacterium KF-JG30-B11	D_6__uncultured bacterium KF-JG30-B11
ASV10370	D_0__Bacteria						
ASV10371	D_0__Bacteria	D_1__Chloroflexi	D_2__AD3	D_3__uncultured Clostridium sp.	D_4__uncultured Clostridium sp.	D_5__uncultured Clostridium sp.	D_6__uncultured Clostridium sp.
ASV10372	D_0__Bacteria	D_1__Cyanobacteria	D_2__Melainabacteria	D_3__Obscuribacterales	D_4__bioreactor metagenome	D_5__bioreactor metagenome	D_6__bioreactor metagenome
ASV10373	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia				
ASV10374	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	D_6__uncultured Luteolibacter sp.
ASV10375	D_0__Bacteria						
ASV10376	D_0__Bacteria	D_1__Chloroflexi	D_2__Chloroflexia	D_3__Chloroflexales	D_4__Roseiflexaceae	D_5__uncultured	D_6__uncultured soil bacterium
ASV10377	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__uncultured Epsilonproteobacteria bacterium	D_5__uncultured Epsilonproteobacteria bacterium	D_6__uncultured Epsilonproteobacteria bacterium
ASV10378	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
